I'd Do Anything for Love - Meat Loaf - 1993,"A dal 1993- ban jelent meg, mint az első kislemez a Bat Out of Hell II: Back to Hell albumból. Meat Loaf első és egyetlen számú kislemezévé vált a Billboard Hot 100-on, ahol több hétig vezette a listát. ","A dal vége felé Patti Russo éneke is hallható, mely álltal duettként zárul a dal. ",I'd Do Anything for Love a zenei listákon,"=HYPERLINK(""https://www.billboard.com/charts/hot-100/1993-11-06"",""Billboard Hot 100 (USA) - 1., 1993. november 6. - 1993. december 11."")","=HYPERLINK(""https://www.officialcharts.com/search/singles/i'd%20do%20anything%20for%20love/"",""Offizielle Deutsche Charts (DE) - 1., 1993. október 9."")","=HYPERLINK(""https://www.offiziellecharts.de/titel-details-2693"",""Offizielle Deutsche Charts (DE) - 1., 1993. október 25."")",Meat Loaf I'd Do Anything For Love a YouTube oldalán,https://www.youtube.com/watch?v=9X_ViIPA-Gc,https://youtu.be/9X_ViIPA-Gc,2019. szeptember 10-én,75 322 415 megtekintés,318K like,14K dislike,13 681 komment,Meat Loaf I'd Do Anything For Love című dalának adatai,I'd Do Anything for Love,Meat Loaf ,Bat Out of Hell II: Back into Hell,Progressive rockhard rock,1993,Grammy-díj:A legjobb rock énekes,Tudj meg még többet Meat Loaf I'd Do Anything For Love című daláról,"=HYPERLINK(""https://en.wikipedia.org/wiki/I%27d_Do_Anything_for_Love_(But_I_Won%27t_Do_That)"",""Wikipedia "")","=HYPERLINK(""https://www.deezer.com/sv/track/3167596?autoplay=true"",""Deezer"")","=HYPERLINK(""https://open.spotify.com/album/4yIGqIF5oroPCLDUOOLYSO"",""Spotify"")","=HYPERLINK(""https://play.google.com/music/preview/Tfqx3qwcbf56moheuy4s5s2syzu?play=1"",""Google Play"")",Meat Loaf I'd Do Anything For Love dalszöveg,"=HYPERLINK(""https://www.azlyrics.com/lyrics/meatloaf/iddoanythingforlovebutiwontdothat.html"",""Meat Loaf I'd Do Anything For Love dalszöveg"")"
Again - Janet Jackson - 1993,"Az Again című dal kereskedelmi sikerr volt, mi sem bizonyítja jobban mint, hogy 1993 végén két hétig uralta az USA Billboard Hot 100-as listáját. ","Az Again című dalt beillesztették a  Poetic Justice  film záró dalává, de a zeneszám albumán nem szerepelhetett. ",,"=HYPERLINK(""https://www.billboard.com/charts/hot-100/1993-12-11"",""Billboard Hot 100 (USA) - 1., 1993. december 11. - 1993. december 25."")","=HYPERLINK(""https://www.officialcharts.com/search/singles/again/"",""Offizielle Deutsche Charts (DE) - 6., 1993. november 20."")","=HYPERLINK(""https://www.offiziellecharts.de/titel-details-2733"",""Offizielle Deutsche Charts (DE) - 29., 1993. december 6."")",Janet Jackson Again a YouTube oldalán,https://www.youtube.com/watch?v=qUHtwV8wkOU,https://youtu.be/qUHtwV8wkOU,2019. szeptember 10-én,"511,701 megtekintés",2.5K like,87 dislike,120 komment,Janet Jackson Again című dalának adatai,Again,Janet Jackson,Janet,Contemporary R&B,1993,,Tudj meg még többet Janet Jackson Again című daláról,"=HYPERLINK(""https://en.wikipedia.org/wiki/Again_(Janet_Jackson_song)"",""Wikipedia "")","=HYPERLINK(""https://www.deezer.com/sv/track/3138787?autoplay=true"",""Deezer"")","=HYPERLINK(""https://open.spotify.com/album/0KT3zsxr4Dh1z4M6N35LEN"",""Spotify"")","=HYPERLINK(""https://play.google.com/music/preview/Trl44iim2kw5ixre5cizphjw5km?play=1"",""Google Play"")",Janet Jackson Again dalszöveg,"=HYPERLINK(""https://www.azlyrics.com/lyrics/janetjackson/again.html"",""Janet Jackson Again dalszöveg"")"
Hero - Mariah Carey - 1993,"A Hero című dal nemzetközi piacon is nagy sikert aratott, a Billboard Hot 100-as listát is vezette heteken át. ","1993. október 19-én adták ki a Columbia Records-on keresztül, Carey harmadik stúdió-albumának , a Music Box (1993) második kislemezének . A dalt eredetileg Gloria Estefannak szánták , Mariah és Walter Afanasieff írta és készítette.",Hero a zeneilistákon,"=HYPERLINK(""https://www.billboard.com/charts/hot-100/1993-12-25"",""Billboard Hot 100 (USA) - 1., 1993. december 25. - 1994. január 22."")","=HYPERLINK(""https://www.officialcharts.com/search/singles/hero/"",""Offizielle Deutsche Charts (DE) - 7., 1993. november 6."")","=HYPERLINK(""https://www.offiziellecharts.de/titel-details-11050"",""Offizielle Deutsche Charts (DE) - 41., 1993. december 13."")",Mariah Carey Hero a YouTube oldalán,https://www.youtube.com/watch?v=0IA3ZvCkRkQ,https://youtu.be/0IA3ZvCkRkQ,2019. szeptember 11-én,"227,641,665 megtekintés",685K like,31K dislike,"27,333 komment",Mariah Carey Hero dalának adatai,Hero,Mariah Carey ,Music Box,Pop,1993,,Tudj meg még többet Mariah Carey Hero című daláról,"=HYPERLINK(""https://en.wikipedia.org/wiki/Hero_(Mariah_Carey_song)"",""Wikipedia "")","=HYPERLINK(""https://www.deezer.com/sv/track/596015?autoplay=true"",""Deezer"")","=HYPERLINK(""https://open.spotify.com/album/2NKxb7pk04CuZab5udkGUl"",""Spotify"")","=HYPERLINK(""https://play.google.com/music/preview/Ty4435uqsfochacslrwxk4zsc5m?play=1"",""Google Play"")",Mariah Carey Hero dalszöveg,"=HYPERLINK(""https://www.azlyrics.com/lyrics/mariahcarey/hero.html"",""Mariah Carey Hero dalszöveg"")"
h1 /Title,h2/meta,body,1. h3,"Billboard Hot 100 (USA) - 1., 1992. január 25 - 1992. december 31.",Official Charts (UK),Offizielle Deutsche Charts (DE) ,2. h3,YouTube link,YouTube beágyazás link,Adatlap készítésének dátuma,Megtekintések,Like-ok száma,Dislike-ok száma,Kommentek száma,3. h3,Dal,Előadó - címke 1,Album,Műfaj,Kiadás éve,Díjak,4. h3,Wikipedia ,Deezer,Spotify,Google Play,5. h3,Dalszöveg link
All for love - Bryan Adams/Rod Stewart/Sting - 1994,"Az Egyesült Államokban a kislemez 1994-ben január 22-én érte el a Billboard Hot 100 első helyét,a toplista tetején három hétig volt. ","Az All for Love című dal, Bryan Adams , Robert John ""Mutt"" Lange és Michael Kamen írt a Három muskétás című film betétdalának. Adams 1994-ben élő változatot is készített, melyben Luciano Pavarotti , Andrea Bocelli , Nancy Gustafson és Giorgia Todrani is szerepel.",All for love a zenei listákon,"=HYPERLINK(""https://www.billboard.com/charts/hot-100/1994-01-22"",""Billboard Hot 100 (USA) - 1., 1994. január 22. - 1994. február 12."")","=HYPERLINK(""https://www.officialcharts.com/search/singles/all%20for%20love/"",""Official Charts (UK) - 2., 1994. január 15."")","=HYPERLINK(""https://www.offiziellecharts.de/titel-details-2725"",""Offizielle Deutsche Charts (DE) - 1., 1994. január 10."")",Bryan Adams/Rod Stewart/Sting All for love a YouTube oldalán,https://www.youtube.com/watch?v=ofA3URC1wyk,https://youtu.be/ofA3URC1wyk,2019. augusztus 31-én,"77,511,657 megtekintés",300K like,11K dislike,"11,380 komment",Bryan Adams/Rod Stewart/Sting All for love című dalának adatai,All for love,Bryan Adams/Rod Stewart/Sting,The Three Musketeers,Rock,1993,-,Tudj meg még többet Bryan Adams/Rod Stewart/Sting All for love című daláról ,"=HYPERLINK(""https://en.wikipedia.org/wiki/All_for_Love_(song)"",""Wikipedia "")","=HYPERLINK(""https://www.deezer.com/sv/track/2512092?autoplay=true"",""Deezer"")","=HYPERLINK(""https://open.spotify.com/album/3AUHDaXUhZimlDLFh4sTDV"",""Spotify"")","=HYPERLINK(""https://play.google.com/music/preview/Tjoyr5xatdto4hbfa5hw6vx36xe?play=1&u=0"",""Google Play"")",Bryan Adams/Rod Stewart/Sting All for love dalszöveg,"=HYPERLINK(""https://www.azlyrics.com/lyrics/bryanadams/allforlove.html"",""Bryan Adams/Rod Stewart/Sting All for love dalszöveg"")"
The Power of Love - Céline Dion - 1993,"Céline Dion első számú amerikai dala a The Power of Love, 1994 februárjában négy hétig vezette Billboard Hot 100 -as listát. ","A dalt,  Jennifer Rush munkája és eredetileg 1984-ben rögzítette . Több művész feldolgozta,  köztük az Air Supply , Celine Dion és Laura Branigan is .",The Power of Love a zenei listákon,"=HYPERLINK(""https://www.billboard.com/charts/hot-100/1994-02-12"",""Billboard Hot 100 (USA) - 1., 1994. február 12. - 1994. március 12."")",-,"=HYPERLINK(""https://www.offiziellecharts.de/titel-details-11847"",""Offizielle Deutsche Charts (DE) - 57., 1994. február 21."")",Celine Dion The Power Of Love a YouTube oldalán,https://www.youtube.com/watch?v=Y8HOfcYWZoo,https://youtu.be/Y8HOfcYWZoo,2019. szeptember 04-én,"112,709,289 megtekintés",422K like,20K dislike,"15,964 komment",Celine Dion The Power Of Love című dalának adatai,The Power of Love,Celine Dion,The Colour of My Love,Pop,1993,Jelölés: Grammy-díj: A legjobb női pop előadó ,Tudj meg még töbett Celine Dion The Power Of Love című daláról,-,"=HYPERLINK(""https://www.deezer.com/sv/track/70627953?autoplay=true"",""Deezer"")","=HYPERLINK(""https://open.spotify.com/album/6Po5zdKMIH5Xk99vjXyQpC"",""Spotify"")","=HYPERLINK(""https://play.google.com/music/preview/Tlwoatvdsf5upkjxmtadowib2iq?play=1"",""Google Play"")",Celine Dion The Power Of Love dalszöveg,"=HYPERLINK(""azlyrics.com/lyrics/celinedion/thepoweroflove.html"",""Celine Dion The Power Of Love dalszöveg"")"
The Sign - Ace of Base - 1993,A svéd zenekar hat nem egymást követő hetet töltött az első helyen a Billboard Hot 100-as listán. ,"Európában az Ace of Base debütáló albumát Happy Nation néven hívták . Amikor Arista előkészítette az amerikai album kiadását, a kiadó azt gondolta, hogy néhány új számot is felhasználhat. A zenekar már The Sign néven adta ki második albumát.",The Sign a zenei listákon,"=HYPERLINK(""https://www.billboard.com/charts/hot-100/1994-03-12"",""Billboard Hot 100 (USA) - 1., 1994. március 12. - 1994. április 9."")","=HYPERLINK(""https://www.officialcharts.com/search/singles/the%20sign/"",""Official Charts (UK) - 5., 1994. február 26."")","=HYPERLINK(""https://www.offiziellecharts.de/titel-details-2699"",""Offizielle Deutsche Charts (DE) - 1., 1994. november 15."")",Ace Of Base The Sign a YouTube oldalán,https://www.youtube.com/watch?v=iqu132vTl5Y,https://youtu.be/iqu132vTl5Y,2019. szeptember 04-én,"46,715,905 megtekintés",245K like,8.2K dislike,"12,039 komment",Ace Of Base The Sign című dalának adatai,The Sign,Ace Of Base,Happy Nation,Euro reggae dance-pop,1993,,Tudj meg még többet Ace Of Base The Sign című daláról,"=HYPERLINK(""https://en.wikipedia.org/wiki/The_Sign_(song)"",""Wikipedia "")","=HYPERLINK(""https://www.deezer.com/sv/track/19271661?autoplay=true"",""Deezer"")","=HYPERLINK(""https://open.spotify.com/album/0nQFgMfnmWrcWDOQqIgJL7"",""Spotify"")","=HYPERLINK(""https://play.google.com/music/preview/T5ynyhfmepf2debc5fudlph566u?play=1"",""Google Play"")",Ace Of Base The Sign dalszöveg,"=HYPERLINK(""https://www.azlyrics.com/lyrics/aceofbase/thesign.html "",""Ace Of Base The Sign dalszöveg"")"
Bump N' Grind - R.Kelly - 1993,"A Bump N'Grind című  az  US Billboard Hot 100-as lista első helyért is elérte 1994-ben, ideiglenesen megszakítva az Ace of Base "" The Sign "" hathetes futását.",,Bump N' Grind a zenei listákon,"=HYPERLINK(""https://www.billboard.com/charts/hot-100/1994-04-09"",""Billboard Hot 100 (USA) - 1., 1994. április 9. - 1994. május 7."")","=HYPERLINK(""https://www.officialcharts.com/search/singles/bump%20n'%20grind/"",""Official Charts (UK) - 8., 1994. január 21."")",-,R. Kelly Bump N' Grind a YouTube oldalán,https://www.youtube.com/watch?v=uAXxkNaRkp8,https://youtu.be/uAXxkNaRkp8,2019. szeptember 04-én,"38,481,868 megtekintés",175K like,9.2K dislike,"7,663 komment",R. Kelly Bump N' Grind című dalának adatai,Bump N' Grind,R. Kelly,12 Play,R&B/Soul,1993,,Tudj meg még többet R. Kelly Bump N' Grind című daláról,"=HYPERLINK(""https://en.wikipedia.org/wiki/Bump_n%27_Grind_(R._Kelly_song)"",""Wikipedia "")","=HYPERLINK(""https://www.deezer.com/sv/track/629312?autoplay=true"",""Deezer"")","=HYPERLINK(""https://open.spotify.com/album/11UWeyxXNreHeZwEViqs3y"",""Spotify"")","=HYPERLINK(""https://play.google.com/music/preview/Tatgusbwx526jjy3h4aarhajps4?play=1"",""Google Play"")",R. Kelly Bump N' Grind dalszöveg,"=HYPERLINK(""https://www.azlyrics.com/lyrics/rkelly/bumpngrind.html"",""R. Kelly Bump N' Grind dalszöveg"")"
The Sign - Ace of Base - 1993,"The Sighn című dal nemzetközi sláger volt, elérte a második helyet az Egyesült Királyságban, és hat nem egymást követő hetet töltött az első helyen a Billboard Hot 100 -as listán is. ","Európában az Ace of Base debütáló albumát Happy Nation néven hívták . Amikor Arista előkészítette az amerikai album kiadását, a kiadó azt gondolta, hogy néhány új számot is felhasználhat. A zenekar már The Sign néven adta ki második albumát.",The Sign a zenei listákon,"=HYPERLINK(""https://www.billboard.com/charts/hot-100/1994-05-07"",""Billboard Hot 100 (USA) - 1., 1994. május 7. - 1994. május 21."")","=HYPERLINK(""https://www.officialcharts.com/search/singles/the%20sign/"",""Official Charts (UK) - 5., 1994. február 26."")","=HYPERLINK(""https://www.offiziellecharts.de/titel-details-2699"",""Offizielle Deutsche Charts (DE) - 1., 1994. november 15."")",Ace Of Base The Sign a YouTube oldalán,https://www.youtube.com/watch?v=iqu132vTl5Y,https://youtu.be/iqu132vTl5Y,2019. szeptember 04-én,"46,715,905 megtekintés",245K like,8.2K dislike,"12,039 komment",Ace Of Base The Sign című dalának adatai,The Sign,Ace Of Base,Happy Nation,Euro reggae dance-pop,1993,,Tudj meg még többet Ace Of Base The Sign című daláról,"=HYPERLINK(""https://en.wikipedia.org/wiki/The_Sign_(song)"",""Wikipedia "")","=HYPERLINK(""https://www.deezer.com/sv/track/19271661?autoplay=true"",""Deezer"")","=HYPERLINK(""https://open.spotify.com/album/0nQFgMfnmWrcWDOQqIgJL7"",""Spotify"")","=HYPERLINK(""https://play.google.com/music/preview/T5ynyhfmepf2debc5fudlph566u?play=1"",""Google Play"")",Ace Of Base The Sign dalszöveg,"=HYPERLINK(""https://www.azlyrics.com/lyrics/aceofbase/thesign.html "",""Ace Of Base The Sign dalszöveg"")"
I Swear - All-4-One - 1993,A dal 10 hétig vezette a Billboard Hot 100-as listáját. ," A dalt Gary Baker, Frank J. Myers, John Michael Montgomery amerikai country zenész írta 1993-ban. ",I Swear a zenei listákon,"=HYPERLINK(""https://www.billboard.com/charts/hot-100/1994-05-21"",""Billboard Hot 100 (USA) - 1., 1994. május 21. - 1994. augusztus 6."")","=HYPERLINK(""https://www.officialcharts.com/search/singles/i%20swear/"",""Official Charts (UK) - 2., 1994. június 18."")","=HYPERLINK(""https://www.offiziellecharts.de/titel-details-2827"",""Offizielle Deutsche Charts (DE) - 1., 1994. június 27."")",All-4-One I Swear a YouTube oldalán,https://www.youtube.com/watch?v=25rL-ooWICU,https://youtu.be/25rL-ooWICU,2019. szeptember 04-én,"26,114,652  megtekintés",201K like,5.5K dislike,"7,833  komment",All-4-One I Swear című dalának adatai,I Swear,All-4-One,Kickin' It Up,Country,1993,,Tudj meg még többet All-4-One I Swear című daláról,"=HYPERLINK(""https://en.wikipedia.org/wiki/I_Swear"",""Wikipedia "")","=HYPERLINK(""https://www.deezer.com/sv/track/639462802?autoplay=true"",""Deezer"")","=HYPERLINK(""https://open.spotify.com/album/4L5ZA0GukWNWjsk9b7HHDy"",""Spotify"")","=HYPERLINK(""https://play.google.com/music/preview/T66jl43qjli6jaqwr5sefy5xlpe?play=1"",""Google Play"")",All-4-One I Swear dalszöveg,"=HYPERLINK(""https://www.azlyrics.com/lyrics/all4one/isweartwenty.html"",""All-4-One I Swear dalszöveg"")"
Stay (I Missed You) - Lisa Loeb - 1994,"A Stay című dalt 1994 májusában adták ki,Reality Bites című film vezető kislemezeként. A Stay című dal végül a Billboard Hot 100 toplista első helyét is elérte. ","Érdekesség, hogy Lisa Loeb egyetlen lemezkiadóval sem volt szerződésben amikor a Stay című slágere elérte a Billoard Hot 100-as lista első helyét. ",Stay (I Missed You) a zenei listákon,"=HYPERLINK(""https://www.billboard.com/charts/hot-100/1994-08-06"",""Billboard Hot 100 (USA) - 1., 1994. augusztus 6. - 1994. augusztus 27."")","=HYPERLINK(""https://www.officialcharts.com/search/singles/stay%20(i%20missed%20you)/"",""Official Charts (UK) - 6., 1994. szeptember 3."")","=HYPERLINK(""https://www.offiziellecharts.de/titel-details-99883"",""Offizielle Deutsche Charts (DE) - 59., 1994. augusztus 22."")",Lisa Loeb Stay (I Missed You) a YouTube oldalán,https://www.youtube.com/watch?v=9Z_H11F7WDI,https://youtu.be/9Z_H11F7WDI,2019. szeptember 04-én,"2,296,147 megtekintés",9.5K like,451 dislike,771 komment,Lisa Loeb Stay (I Missed You) című dalának adatai,Stay (I Missed You),Lisa Loeb,Reality Bites soundtrack,"Pop,rock",1994,Jelölés: Grammy-díj a legjobb pop-előadás duó vagy csoport kategóriában,Tudj meg még többet Lisa Loeb Stay (I Missed You) című daláról,"=HYPERLINK(""https://en.wikipedia.org/wiki/Stay_(I_Missed_You)"",""Wikipedia "")","=HYPERLINK(""https://www.deezer.com/sv/track/393731742?autoplay=true"",""Deezer"")","=HYPERLINK(""https://open.spotify.com/album/6T9F35NdrGIdrMrVAwBEb7"",""Spotify"")","=HYPERLINK(""https://play.google.com/music/preview/Tlylscpta52nrugwbztqlxut5ay?play=1"",""Google Play"")",Lisa Loeb Stay (I Missed You) dalszöveg,"=HYPERLINK(""https://www.azlyrics.com/lyrics/lisaloeb/stay.html"",""Lisa Loeb Stay (I Missed You) dalszöveg"")"
I'll Make Love To You - Boyz II Men - 1994,A kislemez hatalmas kereskedelmi siker volt. Az első helyet 14 hétig birtokolta a Billboard Hot 100- as listán.,"Érdekesség, hogy a 14 hétig tartó első helyezést a Billboard hot 100-as listán az albumon szereplő másik dal váltja le, az On Bended Knee.",I'll Make Love To You a zenei listákon,"=HYPERLINK(""https://www.billboard.com/charts/hot-100/1994-08-27"",""Billboard Hot 100 (USA) - 1., 1994. augusztus 27. - 1994. november 26."")","=HYPERLINK(""https://www.officialcharts.com/search/singles/i'll%20make%20love%20to%20you/"",""Official Charts (UK) - 5., 1994. szeptember 3."")","=HYPERLINK(""https://www.offiziellecharts.de/titel-details-2855"",""Offizielle Deutsche Charts (DE) - 20., 1994. szeptember 5."")",Boyz II Men I'll Make Love To You a YouTube oldalán,https://www.youtube.com/watch?v=fV8vB1BB2qc,https://youtu.be/fV8vB1BB2qc,2019. szeptember 05-én,"129,626,319 megtekintés",495K like,21K dislike,"14,979 komment",Boyz II Men I'll Make Love To You című dalának adatai,I'll Make Love To You,Boyz II Men,II,"Contemporary R&B, Pop",1994,,Tudj meg még többet Boyz II Men I'll Make Love To You című daláról,"=HYPERLINK(""https://en.wikipedia.org/wiki/I%27ll_Make_Love_to_You"",""Wikipedia "")","=HYPERLINK(""https://www.deezer.com/sv/track/13947059?autoplay=true"",""Deezer"")","=HYPERLINK(""https://open.spotify.com/album/03DEKGkvYKs8PQhhCLkuAa"",""Spotify"")","=HYPERLINK(""https://play.google.com/music/preview/Tly3ytgcuafdfqc7qf52tf5yesu?play=1"",""Google Play"")",Boyz II Men I'll Make Love To You dalszöveg,"=HYPERLINK(""https://www.azlyrics.com/lyrics/boyziimen/illmakelovetoyou.html"",""Boyz II Men I'll Make Love To You dalszöveg"")"
On Bended Knee - Boyz II Men - 1994,"Az On Bended Knee 1994-ben jelent meg, második kislemezként. Hamar a Billboard Hot 100-as lista élére került. ","A dalt, amelyet Jimmy Jam és Terry Lewis írta és készítette. A Billboard listán saját dalát az I'll Make Love To You című számát váltotta le az On Bended Knee. A Beatles óta nem fordult elő ilyen. ",On Bended Knee a zenei listákon,"=HYPERLINK(""https://www.billboard.com/charts/hot-100/1994-12-03"",""Billboard Hot 100 (USA) - 1., 1994. november 26. - 1994. december 17."")","=HYPERLINK(""https://www.officialcharts.com/search/singles/on%20bended%20knee/"",""Official Charts (UK) - 20., 1994. november 26."")","=HYPERLINK(""https://www.offiziellecharts.de/titel-details-23337"",""Offizielle Deutsche Charts (DE) - 63., 1995. január 2."")",Boyz II Men On Bended Knee a YouTube oldalán,https://www.youtube.com/watch?v=jSUSFow70no,https://youtu.be/jSUSFow70no,2019. szeptember 05-én,"80,051,188 megtekintés",301K like,14K dislike,"12,661 komment",Boyz II Men On Bended Knee című dalának adatai,On Bended Knee,Boyz II Men,II,"Contemporary R&B, Pop",1994,,Tudj meg még többet Boyz II Men On Bended Knee című daláról,"=HYPERLINK(""https://en.wikipedia.org/wiki/On_Bended_Knee"",""Wikipedia "")","=HYPERLINK(""https://www.deezer.com/sv/track/1104299?autoplay=true"",""Deezer"")","=HYPERLINK(""https://open.spotify.com/album/3ZmM5U2amDgT3jQTYrVPVi"",""Spotify"")","=HYPERLINK(""https://play.google.com/music/preview/Tssxsgmn4v5rda3tgetnjkph6xe?play=1"",""Google Play"")",Boyz II Men On Bended Knee dalszöveg,"=HYPERLINK(""https://www.azlyrics.com/lyrics/boyziimen/onbendedknee202859.html"",""Boyz II Men On Bended Knee dalszöveg"")"
Here Comes The Hotstepper - Ini Kamoze - 1994,"A dal 1994-ben jelent meg, 3 hétig vezette a Billboard Hot 100-as listáját. ","A dal Kamozenak az egyetlen dal volt, amely elérte a Billboard Hot 100-as listát az Egyesült Államokban. Nemzetközi sikerekben gazdag volt Dánia és Új-Zéland első számú slágere lett, továbbá tizenkét másik ország tíz legjobb slágere is.",Here Comes The Hotstepper a zenei listákon,"=HYPERLINK(""https://www.billboard.com/charts/hot-100/1994-12-17"",""Billboard Hot 100 (USA) - 1., 1994. december 17. - 1994. december 31."")","=HYPERLINK(""https://www.officialcharts.com/search/singles/here%20comes%20the%20hotstepper/"",""Official Charts (UK) - 4., 1995. január 7."")","=HYPERLINK(""https://www.offiziellecharts.de/titel-details-2939"",""Offizielle Deutsche Charts (DE) - 6., 1995. január 7."")",Ini Kamoze Here Comes The Hotstepper a YouTube oldalán,https://www.youtube.com/watch?v=eEJ2b6IaGWU,https://youtu.be/eEJ2b6IaGWU,2019. szeptember 05-én,"26,242,258 megtekintés",243K like,6.6K dislike,"4,940 komment",Ini Kamoze Here Comes The Hotstepper című dalának adatai,Here Comes The Hotstepper,Ini Kamoze,Prêt-à-Porter,Pop,1994,,Tudj meg még többet Ini Kamoze Here Comes The Hotstepper című daláról,"=HYPERLINK(""https://en.wikipedia.org/wiki/Here_Comes_the_Hotstepper"",""Wikipedia "")","=HYPERLINK(""https://www.deezer.com/sv/track/46139411?autoplay=true"",""Deezer"")","=HYPERLINK(""https://open.spotify.com/album/6odcotWv2xd7NP7RrGBS5b"",""Spotify"")","=HYPERLINK(""https://play.google.com/music/preview/T5fnpb4dsxuc6actqpqz6fnbtq4?play=1"",""Google Play"")",Ini Kamoze Here Comes The Hotstepper dalszöveg,"=HYPERLINK(""https://genius.com/Ini-kamoze-here-comes-the-hotstepper-lyrics"",""Ini Kamoze Here Comes The Hotstepper dalszöveg"")"
On Bended Knee - Boyz II Men - 1994,"Az On Bended Knee 1994-ben jelent meg, második kislemezként. Hamar a Billboard Hot 100-as lista élére került. ","A dalt, amelyet Jimmy Jam és Terry Lewis írta és készítette. A Billboard listán saját dalát az I'll Make Love To You című számát váltotta le az On Bended Knee. A Beatles óta nem fordult elő ilyen. ",On Bended Knee a zenei listákon,"=HYPERLINK(""https://www.billboard.com/charts/hot-100/1994-12-31"",""Billboard Hot 100 (USA) - 1., 1994. december 31. - 1995. január 28."")","=HYPERLINK(""https://www.officialcharts.com/search/singles/on%20bended%20knee/"",""Official Charts (UK) - 20., 1994. november 26."")","=HYPERLINK(""https://www.offiziellecharts.de/titel-details-23337"",""Offizielle Deutsche Charts (DE) - 63., 1995. január 2."")",Boyz II Men On Bended Knee a YouTube oldalán,https://www.youtube.com/watch?v=jSUSFow70no,https://youtu.be/jSUSFow70no,2019. szeptember 05-én,"80,051,188 megtekintés",301K like,14K dislike,"12,661 komment",Boyz II Men On Bended Knee című dalának adatai,On Bended Knee,Boyz II Men,II,"Contemporary R&B, Pop",1994,,Tudj meg még többet Boyz II Men On Bended Knee című daláról,"=HYPERLINK(""https://en.wikipedia.org/wiki/On_Bended_Knee"",""Wikipedia "")","=HYPERLINK(""https://www.deezer.com/sv/track/1104299?autoplay=true"",""Deezer"")","=HYPERLINK(""https://open.spotify.com/album/3ZmM5U2amDgT3jQTYrVPVi"",""Spotify"")","=HYPERLINK(""https://play.google.com/music/preview/Tssxsgmn4v5rda3tgetnjkph6xe?play=1"",""Google Play"")",Boyz II Men On Bended Knee dalszöveg,"=HYPERLINK(""https://www.azlyrics.com/lyrics/boyziimen/onbendedknee202859.html"",""Boyz II Men On Bended Knee dalszöveg"")"
h1 /Title,h2/meta,body,1. h3,"Billboard Hot 100 (USA) - 1., 1992. január 25 - 1992. december 31.",Official Charts (UK),Offizielle Deutsche Charts (DE) ,2. h3,YouTube link,YouTube beágyazás link,Adatlap készítésének dátuma,Megtekintések,Like-ok száma,Dislike-ok száma,Kommentek száma,3. h3,Dal,Előadó - címke 1,Album,Műfaj,Kiadás éve,Díjak,4. h3,Wikipedia ,Deezer,Spotify,Google Play,5. h3,Dalszöveg link
Creep - TLC - 1994,"Az 1994-ben megjelent Creep című dal nem csak nemzetközi sikernek örvendett, de számos díjjal is jutalmazták. Billboard Music Awardson a legjobb R&B dal díjat is elnyerte, továbbá a  Billboard Hot 100-as listát is vezette. ","A LaFace és az Arista Records 1994. október 31-én adta ki a dalt az album vezető kislemezének, amely kritikai elismerést és kereskedelmi sikert is szerzett.",Creep a zenei listákon,"=HYPERLINK(""https://www.billboard.com/charts/hot-100/1995-01-28"",""Billboard Hot 100 (USA) - 1., 1995. január 28. - 1995. február 25."")","=HYPERLINK(""https://www.officialcharts.com/search/singles/creep/"",""Official Charts (UK) - 22., 1995. január 21."")","=HYPERLINK(""https://www.offiziellecharts.de/titel-details-2958"",""Offizielle Deutsche Charts (DE) - 39., 1995. február 20."")",TLC Creep a YouTube oldalán,https://www.youtube.com/watch?v=LlZydtG3xqI,https://youtu.be/LlZydtG3xqI,2019. szeptember 16-án,"70,583,949 megtekintés",377K like,15K dislike,"17,174 komment",TLC Creep című dalának adatai,Creep,TLC,CrazySexyCool,Contemporary R&B,1994,"Grammy-díj: a legjobb R&B előadás, duó kategória,  Billboard Music Award a legjobb R&B dal",Tudj meg még többet TLC Creep című daláról,"=HYPERLINK(""https://en.wikipedia.org/wiki/Creep_(TLC_song)"",""Wikipedia "")","=HYPERLINK(""https://www.deezer.com/sv/track/7779505?autoplay=true"",""Deezer"")","=HYPERLINK(""https://open.spotify.com/album/5eg56dCpFn32neJak2vk0f"",""Spotify"")","=HYPERLINK(""https://play.google.com/music/preview/To2dshujmsllatcpo6mp7ibkulq?play=1"",""Google Play"")",TLC Creep dalszöveg,"=HYPERLINK(""https://www.azlyrics.com/lyrics/tlc/creep.html"",""TLC Creep dalszöveg"")"
